GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Haplodon,Splachnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Splachnaceae/Haplodon/
Haplodontium,Bryaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Bryaceae/Haplodontium/
Haploesthes,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haploesthes/
Haplohymenium,Thuidiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Thuidiaceae/Haplohymenium/
Haplolejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Haplolejeunea/
Haplolobus,Burseraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Burseraceae/Haplolobus/
Haplomitrium,Haplomitriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Haplomitriaceae/Haplomitrium/
Haplopappus,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haplopappus/
Haplopetalon,Rhizophoraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rhizophoraceae/Haplopetalon/
Haplophloga,Arecaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Haplophloga/
Haplophragma,Bignoniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Bignoniaceae/Haplophragma/
Haplophyllophora,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Haplophyllophora/
Haplophyllum,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Haplophyllum/
Haplophyton,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Haplophyton/
Haplopteris,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Haplopteris/
Haplorhus,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Haplorhus/
Haplormosia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Haplormosia/
Haplosciadium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Haplosciadium/
Haplosphaera,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Haplosphaera/
Haplospondias,Anacardiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Haplospondias/
Haplostachys,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Haplostachys/
Haplostemma,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Haplostemma/
Haplostephium,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haplostephium/
Haplostichanthus,Annonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Haplostichanthus/
Haplothismia,Burmanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Burmanniaceae/Haplothismia/
Haptanthus,Haptanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Haptanthaceae/Haptanthus/
Haptocarpum,Cleomaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cleomaceae/Haptocarpum/
Haptotrichion,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haptotrichion/
Haptymenium,Pterigynandraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pterigynandraceae/Haptymenium/
Haradjania,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haradjania/
Haraella,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Haraella/
Harbouria,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Harbouria/
Hardenbergia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hardenbergia/
Hardwickia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hardwickia/
Harfordia,Polygonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Harfordia/
Hargasseria,Thymelaeaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Thymelaeaceae/Hargasseria/
Hariota,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Hariota/
Harlandia,Cucurbitaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Harlandia/
Harleya,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harleya/
Harleyodendron,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Harleyodendron/
Harmandia,Olacaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Olacaceae/Harmandia/
Harmogia,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Harmogia/
Harmonia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harmonia/
Harmsia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Harmsia/
Harmsiodoxa,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Harmsiodoxa/
Harmsiopanax,Araliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Harmsiopanax/
Harnackia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harnackia/
Harnieria,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Harnieria/
Haroldiella,Urticaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Urticaceae/Haroldiella/
Haronga,Hypericaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Hypericaceae/Haronga/
Harpachne,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Harpachne/
Harpaecarpus,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harpaecarpus/
Harpagocarpus,Polygonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Harpagocarpus/
Harpagonella,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Harpagonella/
Harpagophytum,Pedaliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Pedaliaceae/Harpagophytum/
Harpalejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Harpalejeunea/
Harpalium,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harpalium/
Harpalyce,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Harpalyce/
Harpanthus,Geocalycaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Geocalycaceae/Harpanthus/
Harpechloa,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Harpechloa/
Harpelema,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Harpelema/
Harpephora,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Harpephora/
Harpephyllum,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Harpephyllum/
Harperella,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Harperella/
Harperia,Restionaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Restionaceae/Harperia/
Harpidium,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Harpidium/
Harpochilus,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Harpochilus/
Harpochloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Harpochloa/
Harpophyllum,Hookeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hookeriaceae/Harpophyllum/
Harpullia,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Harpullia/
Harrachia,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Harrachia/
Harrera,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Harrera/
Harrimanella,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Harrimanella/
Harrisia,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Harrisia/
Harrisonia,Hedwigiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hedwigiaceae/Harrisonia/
Harrisonia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Harrisonia/
Harrysmithia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Harrysmithia/
Hartia,Theaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Theaceae/Hartia/
Hartighsea,Meliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Hartighsea/
Hartigia,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Hartigia/
Hartleya,Stemonuraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Stemonuraceae/Hartleya/
Hartliella,Linderniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Linderniaceae/Hartliella/
Hartmannia,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Hartmannia/
Hartogia,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Hartogia/
Hartwrightia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hartwrightia/
Harungana,Hypericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Hypericaceae/Harungana/
Harveya,Hookeriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hookeriaceae/Harveya/
Harveya,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Harveya/
Haselhoffia,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Haselhoffia/
Haseltonia,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Haseltonia/
Hasseanthus,Crassulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Crassulaceae/Hasseanthus/
Hasselquistia,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Hasselquistia/
Hasseltia,Salicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Hasseltia/
Hasseltiopsis,Salicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Hasseltiopsis/
Hasteola,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hasteola/
Hastingia,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Hastingia/
Hastingsia,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Hastingsia/
Hatiora,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Hatiora/
Hatschbachiella,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hatschbachiella/
Hattoria,Jungermanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Jungermanniaceae/Hattoria/
Hattorianthus,Pallaviciniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pallaviciniaceae/Hattorianthus/
Hattoriella,Jungermanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Jungermanniaceae/Hattoriella/
Hattorioceros,Anthocerotaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Anthocerotaceae/Hattorioceros/
Hattoriolejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Hattoriolejeunea/
Haumania,Marantaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Marantaceae/Haumania/
Haumaniastrum,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Haumaniastrum/
Haussknechtia,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Haussknechtia/
Hauya,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Hauya/
Havanella,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Havanella/
Havardia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Havardia/
Havetia,Clusiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Havetia/
Havetiopsis,Clusiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Havetiopsis/
Havilandia,Boraginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Havilandia/
Hawkesiophyton,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Hawkesiophyton/
Haworthia,Xanthorrhoeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Xanthorrhoeaceae/Haworthia/
Haxtonia,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Haxtonia/
Haya,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Haya/
Hayata,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Hayata/
Haydenia,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Haydenia/
Haynaldoticum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Haynaldoticum/
Hazardia,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hazardia/
Hazomalania,Hernandiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Hernandiaceae/Hazomalania/
Hazunta,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Hazunta/
Hearnia,Meliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Hearnia/
Hebanthe,Amaranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Hebanthe/
Hebanthodes,Amaranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Hebanthodes/
Hebantia,Polytrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Polytrichaceae/Hebantia/
Hebe,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Hebe/
Hebeandra,Polygalaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Polygalaceae/Hebeandra/
Hebecarpa,Polygalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polygalaceae/Hebecarpa/
Hebecladus,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Hebecladus/
Hebeclinium,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hebeclinium/
Hebecoccus,Sapindaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Hebecoccus/
Hebejeebie,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Hebejeebie/
Hebenstretia,Scrophulariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Hebenstretia/
Hebepetalum,Linaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Linaceae/Hebepetalum/
Heberdenia,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Heberdenia/
Hebestigma,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hebestigma/
Hebonga,Simaroubaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Simaroubaceae/Hebonga/
Hebradendron,Clusiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Hebradendron/
Hecastocleis,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hecastocleis/
Hecastophyllum,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hecastophyllum/
Hecatactis,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hecatactis/
Hecatea,Euphorbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Hecatea/
Hecaterium,Euphorbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Hecaterium/
Hecatonia,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Hecatonia/
Hecatostemon,Salicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Hecatostemon/
Hechtia,Bromeliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bromeliaceae/Hechtia/
Hecistopteris,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Hecistopteris/
Heckeldora,Meliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Heckeldora/
Heckelia,Menispermaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Heckelia/
Hectorea,Compositae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hectorea/
Hectorella,Montiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Montiaceae/Hectorella/
Hedbergia,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Hedbergia/
Heddaea,Vitaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Vitaceae/Heddaea/
Hedenaesia,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Hedenaesia/
Hedenasiastrum,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Hedenasiastrum/
Hedeoma,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Hedeoma/
Hedera,Araliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Hedera/
Hederella,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Hederella/
Hederorkis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Hederorkis/
Hedinia,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Hedinia/
Hedisarum,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hedisarum/
Hedona,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Hedona/
Hedosyne,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hedosyne/
Hedraeanthus,Campanulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Hedraeanthus/
Hedraianthera,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Hedraianthera/
Hedstromia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Hedstromia/
Hedusa,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Hedusa/
Hedwigia,Burseraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Burseraceae/Hedwigia/
Hedwigia,Hedwigiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hedwigiaceae/Hedwigia/
Hedwigidium,Hedwigiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hedwigiaceae/Hedwigidium/
Hedycarya,Monimiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Monimiaceae/Hedycarya/
Hedychium,Zingiberaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zingiberaceae/Hedychium/
Hedyosmum,Chloranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Chloranthaceae/Hedyosmum/
Hedyotis,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Hedyotis/
Hedypnois,Compositae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Hedypnois/
Hedysarum,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hedysarum/
Hedyscepe,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Hedyscepe/
Hedythyrsus,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Hedythyrsus/
Heeria,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Heeria/
Heeria,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Heeria/
Hegemone,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Hegemone/
Hegetschweilera,Leguminosae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hegetschweilera/
Hegnera,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Hegnera/
Heimerlia,Nyctaginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Nyctaginaceae/Heimerlia/
Heimerliodendron,Nyctaginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Nyctaginaceae/Heimerliodendron/
Heimia,Lythraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Heimia/
Heimodendron,Meliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Heimodendron/
Heinekenia,Leguminosae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Heinekenia/
Heinsenia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Heinsenia/
Heinsia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Heinsia/
Heintzia,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Heintzia/
Heinzelia,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Heinzelia/
